Cluster_ID,Keywords,Examples,Stage1_FewShot,Stage2_Critic,Fixed_Label,Label_Source,Root,Parent,Leaf,Coherence_Score,Total_Attempts,Quality
170,"black, cm, gps, satellite, smartwatch","Samsung Gear Fit2 Pro smartwatch Black SAMOLED 3.81 cm (1.5"") GPS (satellite) || Samsung Galaxy Watch (42 mm) smartwatch Pink gold SAMOLED 3.05 cm (1.2"") Cellular GPS (satellite) || LG G Watch smartwatch Gold,White IPS 4.19 cm (1.65"")",Electronics > Wearable Technology > Smartwatches,Electronics > Smartwatches > Smartwatch,Electronics > Smartwatches > Smartwatch,Stage2,Electronics,Smartwatches,Smartwatch,0.4824,2,Good (0.45-0.60)
171,"apc, infrastruxure, installation, service, year","APC InfraStruXure® Manager Server, Hardware & Software Only || APC Link150 gateway/controller || APC Operations Change 200 rack license",Software > IT Management Tools > Data Center Management,Software > IT Management Tools > Data Center Management,Software > IT Management Tools > Data Center Management,Stage2,Software,IT Management Tools,Data Center Management,0.263,2,Low (<0.30)
172,"dell, fuser, hp, original, pc",HP RM1-6741-230CN fuser || HP RG5-5569-110CN fuser || HP Q2431-69018 fuser,Office Supplies > Printer Accessories > Fusers,Office Supplies > Printer Accessories > Fusers,Office Supplies > Printer Accessories > Fusers,Stage2,Office Supplies,Printer Accessories,Fusers,0.5729,2,Good (0.45-0.60)
173,"ceiling, flat, mount, panel, tech",B-Tech BTEBT7060 || B-Tech BT7850 || B-Tech BT5835-075 Black,Electronics > Home Audio & Video > Ceiling Speakers,Electronics > Home Audio & Video > Ceiling Speakers,Electronics > Home Audio & Video > Ceiling Speakers,Stage2,Electronics,Home Audio & Video,Ceiling Speakers,0.1754,2,Low (<0.30)
174,"cable, mobile, phone, samsung, usb",Samsung ARM0U3 Micro-USB 3.5mm Black || Samsung EE-GN930 USB Type-C Micro USB White || ifrogz Uniquesync Premium 3 m Rose Gold,Electronics > Mobile Phones & Accessories > Cables & Adapters,Electronics > Cables & Adapters > Cables,Electronics > Mobile Phones & Accessories > Cables & Adapters,Stage1_kept,Electronics,Mobile Phones & Accessories,Cables & Adapters,0.4025,2,Acceptable (0.30-0.45)
175,"eset, license, mail, micro, trend",ESET MAIL SECURITY FOR LINUX User 5 - 10 5 - 10 license(s) 3 year(s) || ESET Mail Security Microsoft Exchange Server 5 - 10 User 5 - 10 license(s) 2 year(s) || ESET MAIL SECURITY FOR LINUX User 5 - 10 5 - 10 license(s) 2 year(s),Software > Security Software > Email Security Licenses,Software > Security Software > ESET Mail Security Licenses,Software > Security Software > Mail Security Licenses,Stage2,Software,Security Software,Mail Security Licenses,0.7846,2,Excellent (≥0.60)
176,"epson, m², paper, photo, premium","Epson 7109659 memory card 1 GB MMC || Epson Professional Exhibition Paper - 8.5"" x 11"" 25s photo paper || Epson Proofing Paper Publication, 17"" x 30,5 m, 250g/m²",Office Supplies > Printing Materials > Photo Paper,Office Supplies > Printing Materials > Photo Paper,Office Supplies > Printing Materials > Photo Paper,Stage2,Office Supplies,Printing Materials,Photo Paper,0.4695,2,Good (0.45-0.60)
177,"mbit, network, router, white, wireless",Buffalo Router Wall Mount Kits || Philips Wireless USB Adapter SNU6600/00 || Acer NI.23600.085 networking card WLAN 300 Mbit/s Internal,Electronics > Networking Equipment > Routers,Electronics > Networking Equipment > Routers,Electronics > Networking Equipment > Routers,Stage2,Electronics,Networking Equipment,Routers,0.4708,2,Good (0.45-0.60)
178,"allied, controller, gateway, router, telesis",Opengear IM7248-2-DAC-LMCR-US console server RJ-45 || Opengear IM4200 RJ-45 || Opengear CM7132-2-DAC-UK console server RJ-45,Electronics > Networking Equipment > Network Controllers,Electronics > Networking Equipment > Network Controllers,Electronics > Networking Equipment > Network Controllers,Stage2,Electronics,Networking Equipment,Network Controllers,0.2636,2,Low (<0.30)
179,"3m, black, gel, rest, wrist",R-Go Tools Kinesis Freestyle2 VIP3 Accessory Platform || R-Go Tools Kinesis Freestyle2 V3 Accessory Platform || 3M Bandeja para teclado,Office Supplies > Ergonomic Accessories > Wrist Rests,Office Supplies > Ergonomic Accessories > Wrist Rests,Office Supplies > Ergonomic Accessories > Wrist Rests,Stage2,Office Supplies,Ergonomic Accessories,Wrist Rests,0.2741,2,Low (<0.30)
180,"black, cm, ghz, hp, pixels","HP LD4235/LD4735/LD4245tm/LD4745tm Stand Kit || HP ENVY All-in-One - 27-k470na || HP ENVY Recline 23-k450nf 58.4 cm (23"") 1920 x 1080 pixels Touchscreen 4th gen Intel® Core™ i5 i5-4590T 8 GB DDR3L-SDRAM 256 GB SSD Black,Silver All-in-One PC",Electronics > Computers & Accessories > Monitors,"Electronics > Monitors > Black 2560 x 1440 Pixels 58.4 cm (23"") Touchscreen All-in-One PC",Electronics > Monitors > Black 2560 x 1440 Pixels 58.4 cm Touchscreen All-in-One PC,Stage2,Electronics,Monitors,Black 2560 x 1440 Pixels 58.4 cm Touchscreen All-in-One PC,0.5182,2,Good (0.45-0.60)
181,"black, dataflex, desk, monitor, mount",iiyama MD BRPCV01 CPU holder Desk stand CPU holder Black || Dataflex Viewmate SFF holder - option 432 || iiyama MD BRPCV01-W CPU holder Desk-mounted CPU holder White,Office Supplies > Desks & Desks Accessories > Monitor Mounts,Office Supplies > Monitor Accessories > Monitor Mounts,Office Supplies > Monitor Accessories > Monitor Mounts,Stage2,Office Supplies,Monitor Accessories,Monitor Mounts,0.4615,2,Good (0.45-0.60)
182,"black, canon, cm, lens, sony",Sony ALCSH117 Petal Black || Canon ET-65B 30 cm Round Black || Canon 4772B001AA 5.2 cm,Office Supplies > Ink & Toner Cartridges > Lenses,Office Supplies > Ink & Toner Cartridges > Lenses,Office Supplies > Ink & Toner Cartridges > Lenses,Stage2,Office Supplies,Ink & Toner Cartridges,Lenses,0.253,2,Low (<0.30)
183,"black, gb, graphics, i7, msi",DELL 452-BBQN power supply unit 460 W Black || DELL Nvidia Tesla M60 16 GB GDDR5 || Gigabyte GV-N59X128D graphics card GDDR,Electronics > Computer Components > Graphics Cards,Electronics > Computer Components > Graphics Cards,Electronics > Computer Components > Graphics Cards,Stage2,Electronics,Computer Components,Graphics Cards,0.5153,2,Good (0.45-0.60)
184,"bank, black, lithium, mah, power",Sony VGP-BPL14/S battery charger || Sony CP-V5 power bank White Lithium Polymer (LiPo) 5000 mAh || Cellularline PowerUp 5200 power bank Black Lithium-Ion (Li-Ion) 5200 mAh,Electronics > Power Banks > Charging Devices,Electronics > Power Banks > Charging Devices,Electronics > Power Banks > Charging Devices,Stage2,Electronics,Power Banks,Charging Devices,0.4718,2,Good (0.45-0.60)
185,"battery, duracell, nimh, philips, rechargeable",Duracell Multi Charger || Duracell 088313 battery charger || Duracell 15 Minutes Charger,Electronics > Batteries & Chargers > Rechargeable Batteries,Electronics > Batteries & Chargers > Rechargeable Batteries,Electronics > Batteries & Chargers > Rechargeable Batteries,Stage2,Electronics,Batteries & Chargers,Rechargeable Batteries,0.3795,2,Acceptable (0.30-0.45)
186,"hdmi, splitter, switch, techly, video","C2G 37039 power supply unit 150 W White || Tripp Lite 3-Port Mini DisplayPort 1.2 to DisplayPort Multi-Stream Transport (MST) Hub, 3840 x 2160 (4K x 2K) UHD || Sandberg HDMI Switch",Electronics > Connectivity Devices > HDMI Splitters & Switches,Electronics > Cables & Connectors > Adapters,Electronics > Connectivity Devices > HDMI Splitters & Switches,Stage1_kept,Electronics,Connectivity Devices,HDMI Splitters & Switches,0.5096,2,Good (0.45-0.60)
187,"black, cherry, fujitsu, keyboard, usb",Fujitsu Cable Line PS2 ext 4m f Keyboard PS/2 cable Grey || Targus Stowaway Portable Keyboard PA820E Jornada 540 and 548 || Fujitsu FPCKS020 input device accessory,Electronics > Computer Accessories > Keyboards,Electronics > Computer Accessories > Keyboards,Electronics > Computer Accessories > Keyboards,Stage2,Electronics,Computer Accessories,Keyboards,0.5148,2,Good (0.45-0.60)
188,"adapter, black, indoor, inverter, power",Acer Charger - Adapter (50W) - 110V/220V. (w/ US power cord) || Lenovo L13 || Lenovo EXTERNAL BATTERY CHARGER II,Electronics > Power Management > Adapters,Electronics > Power Supplies > Adapters,Electronics > Power Supplies > Adapters,Stage2,Electronics,Power Supplies,Adapters,0.44,2,Acceptable (0.30-0.45)
189,"computer, gb, intel, nec, ssd",Acer Intel Celeron 1005M processor || NEC 100014512 embedded computer 1.6 GHz Intel® Pentium® 4 GB 64 GB SSD || NEC 100014678 embedded computer 2.7 GHz 6th gen Intel® Core™ i5 4 GB 128 GB SSD,Electronics > Computers & Servers > Desktop Computers,Electronics > Computers & Servers > Desktop Computers,Electronics > Computers & Servers > Desktop Computers,Stage2,Electronics,Computers & Servers,Desktop Computers,0.3342,2,Acceptable (0.30-0.45)
190,"barebone, black, ghz, pc, shuttle",Gigabyte GB-BXi5-5575 i5-5575R 2.8 GHz 0.79L sized PC Black Intel® HM87 BGA 1364 || Shuttle SD32G2 PC/workstation barebone Mini-Tower Silver Intel 945G Express LGA 775 (Socket T) || Gigabyte GB-BNi5HG4-950 (rev. 1.0) i5-6300HQ 2.3 GHz 2.6L sized PC Silver HM175 BGA 1440,Electronics > Computers & Computer Parts > Barebone PCs,Electronics > Computers & Computer Parts > Barebone PCs,Electronics > Computers & Computer Parts > Barebone PCs,Stage2,Electronics,Computers & Computer Parts,Barebone PCs,0.3769,2,Acceptable (0.30-0.45)
191,"dictaphone, icd, philips, sony, voice",Sony EC05X3F5M audio cable 0.5 m XLR (3-pin) XLR (5-pin) Black || Sony DC-78 microphone part/accessory || Philips Corded Microphone SBCMD110/01,Electronics > Audio & Video Equipment > Recording Devices,Electronics > Audio & Video Equipment > Microphones,Electronics > Audio & Video Equipment > Microphones,Stage2,Electronics,Audio & Video Equipment,Microphones,0.5278,2,Good (0.45-0.60)
192,"cable, line, lux, sandberg, video","StarTech.com 6ft Toslink to Mini Digital Optical SPDIF Audio Cable || Sandberg Optical Toslink-MiniPlug, 10 m audio cable || Sandberg LUX-LINE, RCA M-M 1.8 m",Electronics > Cables & Connectors > Audio Cables,Electronics > Cables & Connectors > Audio Cables,Electronics > Cables & Connectors > Audio Cables,Stage2,Electronics,Cables & Connectors,Audio Cables,0.5016,2,Good (0.45-0.60)
193,"alkaline, battery, duracell, single, use",Duracell 81324656 household battery Single-use battery CR2430 Lithium || Duracell 303/357 Single-use battery SR44 Silver-Oxide (S) || Duracell Super D 6-pack Single-use battery Alkaline,Electronics > Batteries & Power Supply > Single-use Batteries,Electronics > Batteries & Power Supply > Single-use Batteries,Electronics > Batteries & Power Supply > Single-use Batteries,Stage2,Electronics,Batteries & Power Supply,Single-use Batteries,0.4624,2,Good (0.45-0.60)
194,"black, blu, dvd, player, ray","Samsung WIS12ABGNX networking card WLAN 300 Mbit/s || Toshiba dynaEdge DC-100-C0020U 1.1 GHz m5-6Y57 Black,White Windows 10 Pro || Sony BDP-S5100 Blu-Ray player 3D Black",Electronics > Home Entertainment > DVD Players,Electronics > DVD Players > Blu-ray Player,Electronics > DVD Players > Blu-ray Player,Stage2,Electronics,DVD Players,Blu-ray Player,0.2992,2,Low (<0.30)
195,"lens, projection, sony, vpl, vpll","Sony VPLLZ1032 camera lens Black || Sony VPLL-Z7013 projection lens VPL-GTZ270
VPL-GTZ280 || Sony VPLL-2007 projection lens Sony VPL-FH31, VPL-FH36, VPL-FHZ55, VPL-FX30, VPL-FX35",Electronics > Cameras & Imaging > Lenses,Electronics > Cameras & Imaging > Lenses,Electronics > Cameras & Imaging > Lenses,Stage2,Electronics,Cameras & Imaging,Lenses,0.4733,2,Good (0.45-0.60)
196,"1200, a4, dpi, laser, samsung",HP CN557-60034 duplex unit || HP SCX-KIT20F Multifunctional || HP LaserJet Duplex Printing Accessory duplex unit,Office Supplies > Printing Equipment > Printers & Accessories,Office Supplies > Printers & Accessories > Samsung Laser Printer,Office Supplies > Printing Equipment > Printers & Accessories,Stage1_kept,Office Supplies,Printing Equipment,Printers & Accessories,0.4828,2,Good (0.45-0.60)
197,"extension, h7j37a4, hp, support, warranty",HP H7J34A3#YZY warranty & support extension || HP H7NG5E warranty/support extension || HP H7J37A4#XCU warranty/support extension,Office Supplies > Printer Accessories > Warranty and Support Extensions,Office Supplies > Printer Accessories > Warranty and Support Extensions,Office Supplies > Printer Accessories > Warranty and Support Extensions,Stage2,Office Supplies,Printer Accessories,Warranty and Support Extensions,0.5278,2,Good (0.45-0.60)
198,"cm, ghz, pixels, pos, utc","Advantech CUSTOM-UTC PC/workstation barebone || Advantech UTC-515E-GE POS system 39.6 cm (15.6"") 1366 x 768 pixels 1.9 GHz i5-4300U All-in-one Black,White || Shuttle POS X503 39.6 cm (15.6"") 1366 x 768 pixels Touchscreen 1.86 GHz D2550 Black",Electronics > Computers & Workstations > POS Systems,Electronics > Computers & Workstations > POS Systems,Electronics > Computers & Workstations > POS Systems,Stage2,Electronics,Computers & Workstations,POS Systems,0.3292,2,Acceptable (0.30-0.45)
199,"001, 55, accessory, acer, projector",Acer 23.JE6J2.005 projector accessory || Acer 55.JC30H.005 projector accessory || Acer 55.JBV0H.001 projector accessory,Electronics > Projectors > Projector Accessories,Electronics > Projectors > Projector Accessories,Electronics > Projectors > Projector Accessories,Stage2,Electronics,Projectors,Projector Accessories,0.6941,2,Excellent (≥0.60)
200,"attach, c2g, cable, qsfp, sfp","C2G MSA and TAA Compliant 10GBase-CU SFP+ to SFP+ Direct Attach Cable (Active Twinax, 1m) || C2G MSA and TAA Compliant 40GBase-CU QSFP+ to QSFP+ Direct Attach Cable (Passive Twinax, 4m) || C2G MSA and TAA Compliant 56GBase-CU QSFP+ to QSFP+ Direct Attach Cable (Passive Twinax, 3m)",Electronics > Networking Equipment > Cables & Connectors,Electronics > Networking & Connectivity > Cables & Connectors,Electronics > Networking & Connectivity > Cables & Connectors,Stage2,Electronics,Networking & Connectivity,Cables & Connectors,0.461,2,Good (0.45-0.60)
201,"binaural, black, head, ngs, roller",Sony CLIE BLUETOOTH MODULE || ASUS Xonar U1 Lite 2.0 channels || Logitech Dialog 220 Binaural Black,Electronics > Headphones & Audio Accessories > Binaural Headsets,Electronics > Headphones & Audio Accessories > Binaural Headset,Electronics > Headphones & Audio Accessories > Binaural Headset,Stage2,Electronics,Headphones & Audio Accessories,Binaural Headset,0.4633,2,Good (0.45-0.60)
202,"battery, charger, single, sony, use","Sony BC-U2A battery charger Digital camera battery AC,DC || Sony AC-VQ1051D || Sony AC/DC Adapter & Battery Charger",Electronics > Power Supplies > Batteries & Chargers,Electronics > Batteries & Chargers > Battery Charger,Electronics > Batteries & Chargers > Battery Charger,Stage2,Electronics,Batteries & Chargers,Battery Charger,0.5203,2,Good (0.45-0.60)
203,"16, da, lite, projection, screen","Da-Lite 35326 projection screen || Da-Lite Fast-Fold® Deluxe Screen System Net Picture Area: 103"" x 139"" projection screen || Da-Lite Cinema Contour® w/ Pro-Trim Diagonal: 100"" projection screen 2.54 m (100"")",Electronics > Displays & Monitors > Projection Screens,Electronics > Projectors & Displays > Projection Screens,Electronics > Projectors & Displays > Projection Screens,Stage2,Electronics,Projectors & Displays,Projection Screens,0.5259,2,Good (0.45-0.60)
204,"black, gaming, mouse, pad, red",ARCTIC Thermal Pad 145 x 145 mm (1.5 mm) - High Performance Thermal Pad || Gelid Solutions GC-Pro heat sink compound 7 W/m·K 5 g || Mars Gaming MMS1 interface hub 480 Mbit/s Black,Electronics > Computer Accessories > Input Devices,Electronics > Computer Accessories > Mice,Electronics > Computer Accessories > Input Devices,Stage1_kept,Electronics,Computer Accessories,Input Devices,0.2331,2,Low (<0.30)
205,"dock, mobile, silver, station, tablet","Lenovo 90205285 mobile device dock station Tablet Black,Silver || Lenovo 90205286 mobile device dock station Tablet Black,Silver || Lenovo 90205065 mobile device dock station Tablet Black,Silver",Electronics > Computer Accessories > Docking Stations,Electronics > Computer Accessories > Docking Stations,Electronics > Computer Accessories > Docking Stations,Stage2,Electronics,Computer Accessories,Docking Stations,0.4962,2,Good (0.45-0.60)
206,"appliance, fee, hp, integration, support",HP 4 year 24x7 LeftHand Virtual SAN Appliance 3 pack Integration Only Software Support maintenance/support fee || HP 5 year 24x7 LeftHand Virtual SAN Appliance 2 pack Integration Only Software Support maintenance/support fee || HP 3 year 24x7 LeftHand Virtual SAN Appliance 2 pack Integration Only Software Support maintenance/support fee,Software > Maintenance & Support Services > Subscription Services,Software > Support & Maintenance > Subscription Services,Software > Support & Maintenance > Subscription Services,Stage2,Software,Support & Maintenance,Subscription Services,0.383,2,Acceptable (0.30-0.45)
207,"iiquu, ion, li, lithium, mah",iiquu DSO011 Lithium-Ion (Li-Ion) 650 mAh || iiquu DNK021 Lithium-Ion (Li-Ion) 1200 mAh || iiquu DCS008 Lithium-Ion (Li-Ion) 1500 mAh,Electronics > Batteries & Power Banks > Rechargeable Batteries,Electronics > Rechargeable Batteries > Products,Electronics > Rechargeable Batteries > Li-Ion Rechargeable Batteries,Stage2,Electronics,Rechargeable Batteries,Li-Ion Rechargeable Batteries,0.3084,2,Acceptable (0.30-0.45)
